,Name,Age,Avg_mark
2110,Brooke Plater,26,7.66
405,Meghan Swain,26,9.0
4847,Laura Guerrero,26,3.29
173,Ethel Millsaps,26,5.91
4636,Starla Matthews,26,0.62
2066,Kirk Smith,26,9.21
2061,Lonnie Singer,26,3.04
2056,Robert Chavez,26,7.89
4860,Elva Ferguson,26,3.64
414,Juanita Bass,26,8.22
4862,Kelly Washinski,26,0.36
190,Floyd Stribling,26,7.2
2490,Jeff Ulcena,26,4.82
3059,Frances Turner,26,8.6
3104,Adriana Lockwood,26,2.4
2434,Patrick Guimond,26,0.3
2505,Mary Mandujano,26,8.52
2565,Juan Stanfa,26,2.91
4606,Cheryl Payne,26,1.33
3535,Victoria Adkins,26,4.21
3515,Angela Bates,26,1.77
1920,Roosevelt Nisbet,26,1.47
236,Christine Beal,26,7.7
1914,Sabrina Penn,26,8.82
3508,Andrew Rivera,26,6.45
2936,Esther Sargent,26,7.23
1911,Catherine Chandler,26,4.56
3283,Margaret Price,26,9.11
2628,Karen Patterson,26,2.97
4803,John Heard,26,8.37
2930,Virginia Jacobs,26,1.63
1905,Freddie Justice,26,3.65
4733,Benny Ferrer,26,9.54
4928,Bonnie Kilpatrick,26,4.0
4805,Lisa Danger,26,8.64
3518,Paul Rheaume,26,4.28
4853,Christin Claiborne,26,1.49
3277,Sandra Maloy,26,3.85
2919,Robert Jones,26,6.93
2918,Deborah Smith,26,3.36
77,Jennifer Sinclair,26,8.01
4936,Timothy Pittman,26,1.02
3175,Patrice Hopkins,26,8.2
2667,Blanche Pierre,26,2.14
501,Emma Peyton,26,9.38
72,Jeffery Ona,26,6.61
1868,Sarah Haddix,26,5.33
2938,Christine Perez,26,8.81
2943,Elaine Scott,26,4.32
4605,Monica Marshall,26,7.56
2178,Charles Lopez,26,9.56
3456,Clarence Kibler,26,1.64
4604,Nidia Dougherty,26,2.95
460,Angela Hairston,26,2.07
2995,Robert Sprung,26,5.27
3143,Andrew Jessee,26,4.37
2990,Rafael Truesdale,26,3.19
3462,Kevin Mead,26,4.36
2175,Karen Kimble,26,7.39
3464,Victoria Dahms,26,2.75
3465,Tanya Pena,26,0.84
3292,Michael Goree,26,7.37
3470,Sylvia Lovitt,26,2.41
4912,Alexander Becker,26,8.91
4808,Holley Partain,26,7.6
2384,Vernon Mcfadden,26,2.45
228,Rhonda Hickman,26,3.56
468,Joe Evans,26,8.04
3480,Arthur Chaffee,26,9.86
1946,Brian Tam,26,0.43
471,David Stewart,26,8.84
2374,Veronica Velasco,26,5.9
2600,Micheal Kelley,26,4.72
2961,Brian Collins,26,7.17
3486,Jamie Ciraulo,26,2.82
4915,Robert Gore,26,8.54
1937,James Vann,26,7.58
2555,Katherine Powell,26,1.64
0,Mary Stockton,26,4.64
1201,Andrew Stowers,26,8.45
1462,William Thornton,26,2.65
4486,Kyle Snodgrass,26,8.42
1610,Mireille Holmes,26,2.51
3936,June Deberry,26,2.25
1341,Karina Steele,26,7.92
3939,James Curtis,26,3.37
4445,John Pridemore,26,8.12
1600,Samira Romano,26,8.11
871,Vicente Breitbart,26,1.22
3955,John Philson,26,6.68
1591,Todd Ibanez,26,1.71
4320,Viola Nalevanko,26,2.32
1139,Donna Sanfilippo,26,9.35
1140,Stephanie Drish,26,5.69
1317,Donna Pua,26,8.87
4482,Diane Roberts,26,8.46
1311,Debra Chiapetti,26,4.98
1490,Cathy Blair,26,7.87
1585,David Surber,26,0.25
4098,Emanuel Parr,26,9.49
1113,Victor Tice,26,8.45
1349,Eugene Barrett,26,4.84
646,Mary Kirby,26,3.14
3836,Frances Smith,26,0.22
4148,Scott Plummer,26,9.7
894,Rafael Shanks,26,5.03
4499,Lamar Leblanc,26,4.05
3838,James Payne,26,8.64
758,Dorothy Jones,26,5.76
1090,Rita Reddick,26,8.39
4490,Robert Homma,26,1.53
1092,Victor Rose,26,6.16
1365,Jon Simpson,26,9.9
3740,Sheila Legore,26,3.28
4297,Deborah Bartelt,26,5.26
4135,Viviana Belk,26,6.09
1471,Eddie Morris,26,2.82
4130,Joseph Fetner,26,5.18
3737,Brandi Koski,26,9.1
888,Holly Wolfe,26,9.05
3739,Donald Galindo,26,8.31
1352,Joanna Anaya,26,7.89
1309,Tomeka Sharp,26,5.22
1304,George Key,26,8.76
1160,Kenneth Ward,26,7.43
1523,Charles Johnson,26,1.46
1276,Joshua Root,26,2.74
1273,Jonathan Brown,26,3.45
1271,Thomas Bossey,26,3.61
3781,Angela Winsley,26,5.27
1270,Kimberly Gardner,26,3.19
1218,Nancy Ligon,26,7.68
679,Dianne Wormley,26,9.51
1548,Florence Clyne,26,7.26
1547,Armando Baker,26,8.43
3772,Traci Goodson,26,8.39
1224,Jose Nichols,26,3.14
807,Austin Rivet,26,9.31
3790,Robert Verdino,26,7.97
1238,Loretta Davis,26,6.09
1254,Richard Wright,26,1.75
4372,James Walker,26,8.86
4022,Laura Aguilar,26,5.78
684,Carolyn Daggett,26,4.2
833,Frankie Sand,26,8.11
835,Becky Williams,26,1.16
1496,Lionel Mcdermott,26,4.12
3805,Robert Parrino,26,2.62
3812,Sarah Smith,26,0.09
3968,Muriel Hodge,26,1.12
4389,Marty Buchholtz,26,4.57
1296,Felicita Powell,26,2.72
4070,David Hassett,26,3.71
1192,Jerry Hershey,26,1.4
841,Henry Seaman,26,8.92
3769,Charles Mcclintock,26,9.52
4345,Robin Garcia,26,4.76
4049,Gayle Rupp,26,5.48
1569,Collin Kane,26,9.11
4460,Sandra Rosner,26,1.67
1283,Laura Robinson,26,0.66
1206,Edmund Medrano,26,7.52
4349,Maureen Wallace,26,5.04
1513,Cynthia Chung,26,5.29
1562,Tami Grimes,26,9.76
1515,Terrance Canty,26,9.41
1082,Julie Gracey,26,6.14
4019,Edward Boyd,26,6.7
1080,Barbara Johnson,26,0.27
1014,Sebastian Kelly,26,8.21
1408,Ted Veyna,26,1.58
1005,Gertrude Evans,26,8.33
607,Pauline Lacourse,26,7.03
3891,Heather Hunt,26,8.51
937,Sacha Boesiger,26,6.7
746,James Phillips,26,3.88
4197,Michael Stern,26,4.24
749,Pamela Velasquez,26,2.44
945,John Oconnor,26,1.28
1023,Kevin Silva,26,2.87
1032,Ethel Rhea,26,4.37
3691,Charles Breaud,26,6.46
1664,Emma Ward,26,6.85
622,Cindy Payne,26,9.0
1035,Rosario Anderson,26,9.96
627,Keith Burke,26,2.91
602,Dan Smith,26,6.03
1686,Brian Hughes,26,6.66
4171,Eva Milano,26,4.33
1695,Ronald Barber,26,1.12
4238,Valarie Free,26,4.02
976,Helen Bunnell,26,9.18
977,Andrew Seamon,26,2.64
4225,Eugene Becnel,26,5.51
4222,Alex Epstein,26,8.85
959,Mary Byrd,26,9.13
595,Henry Hirsch,26,6.13
1436,Cheryl Knight,26,2.86
1000,Rita Johnson,26,9.85
3885,Albert Little,26,3.58
996,Caroline Peacock,26,3.85
3887,Lawanda Hayes,26,2.39
3662,Margaret Phillips,26,8.03
4523,Yvonne Kilpatrick,26,2.12
727,James Victoria,26,7.97
3888,Chelsea Elem,26,6.65
1656,Rose Martin,26,7.36
4187,Dick Cox,26,1.29
1651,James Becker,26,0.94
1381,Donna Battle,26,1.81
1639,James Maggard,26,7.49
3844,David Stewart,26,6.1
1074,Holly Peart,26,7.45
4501,Ruben Epperson,26,1.22
4164,Vickie Black,26,2.89
1459,James Davis,26,3.92
3905,Gary Settle,26,6.32
4274,Sandra Thuss,26,0.07
3906,Rosa Wilkes,26,4.55
910,Richard Goldizen,26,2.25
3911,Matthew Bonato,26,3.2
4282,Billy Butler,26,0.68
629,Kathleen Sundberg,26,9.8
3842,Katelynn Noe,26,1.31
913,Beatrice Coonrod,26,7.6
3713,Lourdes Francis,26,2.66
632,Angelica Thomas,26,7.01
3897,Rickey Dargis,26,7.74
1372,Jerry Leffew,26,2.17
4168,Carol Wilson,26,3.92
4798,Taryn Wallace,25,2.79
2196,Robert Foreman,25,1.88
256,Maria Stephenson,25,6.49
3914,Margarita Acquaviva,25,1.66
3164,James Berenbaum,25,1.8
3162,Solomon Scanlon,25,8.29
3327,Kathy Long,25,8.63
1368,Joseph Myers,25,0.68
1410,Wilma Hunt,25,2.87
338,Dolores Green,25,9.25
372,Ellen Jeffers,25,4.25
2339,Helen Beyl,25,6.77
811,Lewis Walker,25,9.27
3161,Joyce Wainer,25,5.56
1279,Patricia Wheeler,25,4.3
2126,Larry Coker,25,7.66
798,Priscilla Miller,25,6.76
729,John Jahnke,25,1.32
4409,Stefanie Fowler,25,7.78
3340,Denise Marc,25,3.1
1259,Magdalena Boelter,25,5.08
737,Florence Graham,25,9.74
2362,Melissa Martin,25,8.18
4800,Essie Flint,25,9.93
4410,Stephanie Deer,25,9.57
4731,Christopher Osborn,25,2.96
4010,James Matinez,25,0.19
4011,Danielle Manges,25,5.75
4683,Paulina Wallace,25,2.26
3921,Thomas Duncan,25,8.74
4014,Gary Hayslip,25,1.97
3173,David Scalf,25,6.76
1267,Alvaro Jamieson,25,8.2
332,Gidget Bacon,25,5.7
3874,Robert Harmon,25,7.34
2113,Debra Jalbert,25,4.85
4428,Yvette Simoneau,25,5.79
809,Holly Marion,25,1.86
3247,Katherine Malton,25,9.9
2130,Robert Motte,25,3.46
322,Seymour Roper,25,3.18
1325,Crystal Faucher,25,7.43
4393,Michael Frediani,25,4.89
3303,Jordon Abner,25,5.5
3226,Carlo Brown,25,4.08
1346,Heather Dickey,25,2.37
3228,Pedro Davies,25,4.05
1318,Jean Burgos,25,3.28
2270,Linda Ryan,25,4.37
4414,Juanita Hernandez,25,7.28
2269,Miriam Brooks,25,6.8
1326,Jane Middleton,25,4.21
1407,Lindsey Samples,25,9.58
2259,Kelvin Orick,25,3.75
2164,Doris Brinker,25,3.01
2256,Rodney Riley,25,9.43
310,Jackie Green,25,0.42
2255,James Crowson,25,4.14
4760,Barbara Capps,25,8.42
3232,Rudolph Salvemini,25,9.6
303,Lillian Battee,25,3.87
2234,Mavis Sutton,25,6.1
1313,Thomas Scott,25,8.44
2160,John Monroe,25,1.69
3219,Michael Parga,25,5.6
787,Tim Dawson,25,4.6
1287,Leslie Connell,25,4.97
2131,Leola Vinroe,25,5.35
2332,Travis Szczesny,25,9.99
767,Fernando Bailey,25,5.93
795,Jean Pflieger,25,7.44
266,Ramon Clements,25,6.31
2316,Charlie Rice,25,2.63
3196,Carol Fitting,25,1.27
2310,Adam Bristow,25,2.96
3974,Gary Baker,25,2.55
1298,Shauna Mckean,25,1.81
3202,Mary Orozco,25,9.51
4711,Robert Lollis,25,2.71
3205,Abbie Stanton,25,9.0
790,Weldon Edwards,25,0.64
2190,Kevin Lusk,25,8.26
353,Vincent Lim,25,0.16
1247,Brandon Rhodes,25,7.91
748,James Lewis,25,3.06
317,Dave Gipson,25,7.32
777,Gerald Goodman,25,3.64
1246,Flora Edwards,25,9.02
3156,Carol Holland,25,7.11
1093,Walter Bryson,25,2.65
2614,Brittany Pendleton,25,9.0
2615,Phillip Adamson,25,4.64
1091,Mira Beighley,25,7.13
2939,Linda Barnett,25,6.13
2619,Amanda Waller,25,1.61
2622,Leon Weber,25,4.38
4922,Harry Oliver,25,9.84
902,Clyde Watson,25,7.94
2638,Sylvester Williams,25,1.87
2641,Cynthia Uhlig,25,4.15
1071,Tony Granby,25,3.52
4934,Joan Burke,25,0.69
1065,Wanda Medlock,25,6.2
1058,Matthew Garcia,25,3.05
4295,Harriet Fabian,25,7.88
2606,Luella Diego,25,7.39
2966,Scott Street,25,4.04
4120,Carlos Gilpin,25,0.61
4313,Thomas Torre,25,4.95
2998,Mary Friedle,25,9.02
1120,Heather White,25,9.41
878,Terence Mora,25,6.69
123,Donald Bowers,25,7.8
122,Tiffany Tripp,25,8.82
2988,George Miller,25,8.99
4131,Seymour Stevenson,25,4.91
4306,Carole Roberts,25,6.88
1110,Angelina Hankin,25,5.88
4910,Kent Shute,25,1.05
4127,Richard Zampieri,25,9.21
2593,Jennifer Roberts,25,6.64
4298,Leland Arnold,25,7.35
2671,James Wood,25,5.34
1057,Taylor Campos,25,9.04
919,Melanie Martin,25,2.08
950,Hanna Ruiz,25,2.0
33,Cole Thomas,25,3.01
999,Dawn Jerome,25,5.87
2756,Roy Hopper,25,0.05
2831,Betty Stacey,25,5.97
4257,Marilyn Cain,25,8.46
4204,Karla Abbott,25,2.1
2771,Mary Alvarez,25,7.24
34,Jennifer Rahm,25,5.08
4965,Clarence Herman,25,2.59
984,Gene Bolin,25,6.1
4226,Jacob Sultemeier,25,2.19
2796,Michael Soza,25,4.65
969,Rose Yang,25,4.81
2808,Juanita Cohen,25,3.0
2751,Donald Johnson,25,9.43
2843,Diana Bardon,25,5.17
69,Nick Nakano,25,6.02
1021,Matthew Pena,25,1.37
1045,Michelle Griffin,25,0.9
4166,Francisca Swearinger,25,5.51
2883,Jesus Rodriguez,25,4.99
2876,Julia Connelly,25,3.47
2706,Kelly Hickey,25,4.35
55,Mary Wagner,25,7.97
4268,Robyn Martin,25,2.98
1003,Donald Gordon,25,8.42
2863,Charles Beeson,25,8.9
2860,Marilyn Varos,25,0.58
4260,Vivian Boyd,25,9.57
2732,Amanda Rolon,25,4.83
41,Jon Soto,25,7.6
2736,Diane Gutierrez,25,4.57
2562,George Cooley,25,0.2
4314,Harry Murillo,25,5.82
872,Andrea Knodel,25,0.68
1212,Steven Kafka,25,9.97
2431,Arthur Ashley,25,0.73
3107,Marilyn Jones,25,2.61
2433,Lawrence Mitcham,25,9.2
1215,Shirley Lee,25,7.83
4048,Danielle Zent,25,3.61
4841,Barbara Mann,25,9.66
2443,Sherry Amezaga,25,0.14
209,Karine Norton,25,3.13
1208,Lawana Perez,25,7.27
4844,Yolanda Hubbard,25,5.57
2448,Jammie Guidry,25,0.69
4664,Helen Jordan,25,4.21
4848,David Collins,25,1.65
4055,Jan Jensen,25,9.29
2425,Elizabeth Mcqueen,25,6.47
2410,David Lamberth,25,4.58
2458,Janice Griffin,25,0.14
2393,Jill Spangler,25,3.21
2383,Jennifer Boyd,25,1.97
3155,Maria Erwin,25,6.4
4814,Sally Knight,25,9.5
3153,Johnnie Gaillard,25,2.51
816,Carolyn Stiles,25,3.48
1240,Robert Sauvageau,25,3.72
2394,James Garcia,25,5.12
1228,Bill Hicks,25,1.8
819,Christy Puckett,25,5.93
820,Martin Reyes,25,7.95
212,Scott Jackson,25,1.1
2405,James Kozlowski,25,2.41
3138,James Wisner,25,2.35
2407,Eddie Bradshaw,25,2.16
1197,Mark Rathbum,25,2.44
4067,Christina Waters,25,9.84
2556,Nina Robinson,25,0.4
2534,Irene Carpenter,25,6.85
1151,Neal Stella,25,7.18
2518,Oscar Freeman,25,6.01
856,Robin Cannellos,25,1.28
2520,Sue Herrera,25,7.04
857,Doris Dix,25,2.14
4107,Taisha Beard,25,0.1
3019,Fred Turkel,25,1.89
155,Daryl Wells,25,5.63
4329,Nancy Baca,25,3.17
3012,Nancy Layman,25,4.4
1132,Grace Degan,25,4.01
4887,Edward Barbee,25,2.65
2552,Theresa Whitaker,25,3.43
2553,Martha Pesqueira,25,2.11
3046,Sylvia Jorgensen,25,5.96
3049,Marie Chavez,25,0.76
1188,Lee Affolter,25,2.3
1174,Jon Leger,25,7.59
844,Lesia Meginnes,25,3.33
1185,Lamar True,25,9.92
1182,Beverly Miller,25,6.49
177,Katelyn Scheffel,25,2.48
4857,Jennifer Hardin,25,7.29
4081,Shawn Johnson,25,5.7
3071,Christopher Warner,25,9.67
1156,Dustin Apodaca,25,4.78
3070,Roy Sonnier,25,0.45
4087,Jan Green,25,4.79
4336,Marion Donnerberg,25,5.5
1164,Matthew May,25,6.69
1,Jose Graham,25,6.56
2495,Margaret Mcfaddin,25,2.58
2092,Ivan Skerl,25,6.61
962,Doris Wyant,25,6.35
640,Tommy Newton,25,0.56
523,Patsy Morton,25,8.48
4447,Galen Tufte,25,9.46
1480,Betty Hardy,25,9.61
3566,Robert Affolter,25,5.29
704,Keith Ferguson,25,0.22
1814,David Lee,25,9.29
1622,Audrey Black,25,0.06
1486,Janet Willey,25,1.56
3736,Scott Omalley,25,6.14
1620,Margaret Jones,25,5.07
3741,Lisa Gonzalez,25,2.11
4492,Boyce Burke,25,9.11
2004,Francisco Kiser,25,7.03
3553,Eric Miller,25,3.48
3552,Jay Scott,25,7.73
3746,Andrea Arredondo,25,8.23
1836,David Spratley,25,9.2
518,Edward Walker,25,9.75
703,William Mathias,25,4.91
3813,Novella Farina,25,3.85
700,Melinda Johnson,25,8.04
4446,Bobby Alexander,25,1.08
2023,Bessie Deaton,25,6.74
1601,Melvin Warren,25,0.31
1784,Thomas Sawyer,25,5.07
2047,Sharon Gamble,25,6.92
556,Marilee Forker,25,8.96
718,Sherri Burt,25,0.69
1773,Ronald Bowers,25,4.11
1652,David Pesce,25,0.94
714,Dawn Damon,25,2.34
1649,Janice Fugitt,25,6.31
1646,Brent White,25,3.52
4550,Will Burgess,25,1.23
4444,Albert Catron,25,9.37
3583,Nathan Strange,25,6.26
428,Vivian Hay,25,2.1
4558,Myra Lacey,25,2.57
3712,Sonia Spain,25,9.12
711,Abram Vargas,25,5.9
1636,Veronica Olson,25,1.94
710,Samantha Rucker,25,4.85
4624,Marion Anchors,25,9.01
2025,Jonathan Worthington,25,6.44
3719,Lucille Trentman,25,3.48
1992,Clifford Starnes,25,4.69
4574,Stanley Chaves,25,3.39
3375,Ann Walsh,25,2.63
1930,Minnie Spearman,25,8.16
4237,Diane Cox,25,7.66
473,Rebecca Micheals,25,3.7
666,Katherine Summers,25,4.16
1542,Leah Holt,25,5.46
4596,Lisa Hites,25,1.11
494,Jason Wharton,25,2.8
3784,Audrey Payne,25,3.06
1891,Ashley Garcia,25,5.74
3489,Clara Edwards,25,4.09
1929,Robert Lokken,25,0.94
1880,Debbie Cotton,25,7.52
4467,Dustin Sherburne,25,0.98
1903,Amy Sell,25,9.42
4586,Merle Eberhardt,25,0.99
1925,Ervin Maroney,25,3.11
1561,Elizabeth Cuningham,25,0.51
3775,Benjamin Monday,25,0.83
1552,Zachary Dubois,25,3.55
481,Anthony Cisneros,25,5.58
1918,Ileana Campbell,25,4.98
4583,Terry Killough,25,3.16
1533,Claire Young,25,9.11
1504,Denise West,25,4.16
503,Aimee Taylor,25,3.85
1597,Herman Corell,25,7.55
4577,Ruth Stanesic,25,4.81
3455,Kelly Neville,25,7.28
3536,Rosie Kittleson,25,3.61
692,Richard Nunez,25,6.37
1864,Jake Beauregard,25,2.01
1586,Frances Allen,25,9.87
689,Christopher Brown,25,6.27
1869,Vernon Scavone,25,2.94
1966,Amanda Myers,25,0.87
1530,Tama Davis,25,7.58
1874,Ralph Archuleta,25,7.88
465,Marcus Walk,25,5.47
1527,Cathy Odonnell,25,7.5
1959,Maria Lawson,25,7.86
499,Wendell Fields,25,1.43
1956,Krystal Cameron,25,1.99
4602,Benjamin Gomez,25,5.67
3758,Alfonso Rutledge,25,7.25
4462,Ben Lechner,25,7.87
2048,Brian Lambrecht,25,3.41
1919,Ingrid Carter,25,4.71
4530,Lynda Blackwell,25,5.11
4539,Wendy Fridman,25,4.23
591,Kayla Jansen,25,2.19
3632,Manuel Kozlowski,25,8.05
3847,Willa Lowe,25,6.73
600,Leon Smith,25,4.81
2069,Vita Jordan,25,9.77
3368,Scott Jefferson,25,8.88
1698,Brian Davis,25,6.95
3358,Eugene Crate,25,8.4
3853,Debra Lambrakis,25,1.8
402,Letitia Bowens,25,0.22
1700,Steven Brown,25,8.59
3608,Moses Marcotte,25,2.15
4656,Theresa Barrocas,25,6.18
3636,Lorene Bazin,25,9.34
619,Eileen Casavant,25,9.6
1754,Mary Martinez,25,7.21
615,Diane Reid,25,6.84
4522,Edward Knoll,25,8.57
726,Angelia Allen,25,1.13
4525,Seth Evans,25,9.75
2079,Maria Hutchinson,25,2.69
1736,Michael Bennett,25,8.94
3639,Shonda Marro,25,1.01
1655,Dorothy Ward,25,8.52
4655,Frank Holmes,25,4.36
3845,Bill Hill,25,0.61
1442,Celeste Alvarez,25,5.29
1749,Nancy Mooring,25,2.39
1694,William Solomon,25,8.98
3645,Donovan Forrest,25,2.29
561,Isabel Battey,25,1.72
4875,Hyman Aronson,24,9.42
1871,Marcia Walker,24,9.41
665,Katherine Roylance,24,3.04
4093,Chester Sims,24,0.59
1581,Rodney Mannino,24,5.15
3050,Carol Woodard,24,7.24
4097,Kenneth Sherman,24,3.02
2830,Gregory Banks,24,2.0
1867,Amanda Berkowitz,24,6.14
1584,Michael Dergance,24,4.86
998,Dominick Lange,24,2.46
2509,Marco Baughman,24,5.38
3031,Kelly Meyer,24,1.08
2833,Elaine Pugsley,24,4.94
1852,Julia Daniels,24,3.57
2542,Claudia Murray,24,7.93
3668,Michael Davis,24,7.87
134,William Rayl,24,7.62
1590,Lillie Scott,24,1.89
2536,Leon Pike,24,0.68
4579,Vincent Taliaferro,24,9.22
1589,Patricia Smith,24,3.21
136,Mary Grev,24,4.14
1858,Mary Castillo,24,4.84
859,Herman Lindsay,24,9.96
854,Mike Thomas,24,6.94
3034,Edward Capps,24,5.34
3537,Rebecca Gomez,24,6.84
1588,Edward Butterfield,24,3.69
1146,Eric Houle,24,0.27
4103,Johnnie Turner,24,1.96
1861,Thomas Martin,24,2.15
4959,Jessica Hogan,24,7.69
4333,Rosa Lee,24,1.65
148,Eric Sawyer,24,9.2
4878,Jeffrey Parker,24,3.63
152,Luther Grandfield,24,6.77
4870,Wallace Kelly,24,6.09
3600,Andrea Johnson,24,0.48
2765,Herbert Howry,24,7.98
1906,Paul Greer,24,1.56
4850,Esther Oshita,24,8.42
3517,Kathleen Brede,24,4.47
2789,Nicole Mccalla,24,3.72
2811,Stuart Sammarco,24,0.23
491,James Tyson,24,2.24
4051,Robbyn Ramos,24,2.68
674,Jason Villarreal,24,5.01
2795,Norma Surface,24,1.35
2446,Tiffany Mccord,24,9.86
1704,Janet Mikes,24,8.59
1706,Francisco Rich,24,4.28
5,Isabelle Paxton,24,8.15
1895,Andrew Lurry,24,3.89
4234,Mary Madlung,24,0.77
4350,William Broderick,24,2.8
1558,Elizabeth Warner,24,9.39
3774,Diego Crawford,24,3.88
1707,Eli Hanson,24,7.16
3778,Mark Houpe,24,2.33
4982,Mary Dawson,24,1.29
3782,Robert Waterbury,24,9.17
3506,Graham Marta,24,1.23
4235,Nancy Kelly,24,2.74
4236,James Bowman,24,2.3
1567,Jerry Weber,24,8.71
3520,Ron Deyo,24,6.63
4869,Anthony Ingram,24,0.24
1178,Linda Scott,24,1.79
2487,Crystal Leblanc,24,1.56
2827,Clinton Clower,24,7.32
3068,Michael Gaydosh,24,5.97
2550,Bianca Jewell,24,3.46
27,Jana Ramos,24,0.9
2826,Patty James,24,8.67
1171,Aaron Snyder,24,9.38
988,Carol Martinez,24,0.35
3528,Tammy Adkins,24,9.27
3527,Aaron Nicoll,24,3.97
850,Ronald Ruiz,24,8.07
176,Kevin Jackson,24,4.31
4472,Edward Sterling,24,4.69
4970,Laura Wilson,24,8.55
2469,Jeanine Yoshizumi,24,3.79
3655,Malcolm Kealoha,24,8.1
4072,Jeffrey Taylor,24,4.41
3523,Pete Rodriguez,24,3.47
1888,Terrence Davis,24,0.24
1573,Antoinette Jones,24,2.72
2783,Chris Sloan,24,1.11
4066,Danielle Shininger,24,2.49
2785,Joyce Davis,24,2.44
585,Jennifer Harris,24,0.93
3533,Erica Terrell,24,1.18
1842,Kenny Wilcox,24,5.55
3751,Charlene Henderson,24,9.78
2723,Jamie Tolles,24,7.4
545,Zachary Keenan,24,9.34
2872,Charles Meier,24,4.15
4931,Marguerite Copenhaver,24,4.66
4929,Mildred Jobe,24,1.64
86,Lela Grosso,24,2.97
4151,Lisa Sampley,24,6.66
1027,Shannon Hagle,24,3.4
2639,Ashleigh Baichan,24,4.21
1076,Charles Wallace,24,5.06
636,Stephanie Kline,24,3.81
3613,Matthew Chevas,24,8.8
1079,Kelly Redman,24,8.19
3683,Beulah Martin,24,5.0
2633,William Roberts,24,8.12
4926,Steve Ecklund,24,6.3
899,Edward Vancleave,24,7.31
2862,Peggy Johns,24,7.71
2934,Barbara Mcdermott,24,8.18
3720,Rose Moll,24,9.59
2625,Billy Gutierrez,24,3.38
895,Rodney Gilchrist,24,4.0
96,Shawn Galvan,24,5.61
1803,Roberta Obermeyer,24,2.0
3574,Edith Brown,24,8.4
4954,Justin Nelson,24,5.72
2702,Mark Mcmullen,24,7.28
4933,Audra Fowler,24,9.58
2922,Denise White,24,0.04
3701,Cecil King,24,4.22
4273,Marilyn Watkins,24,3.22
1770,Juana Jarecki,24,1.76
2880,James Aguinaldo,24,2.1
2684,David Weaver,24,9.45
2889,Gary Daugherty,24,7.08
921,William Lupkes,24,0.27
1036,Rose Cullen,24,2.42
4509,Edward Hilton,24,4.32
552,Joseph Smith,24,8.22
4275,Chadwick Friedman,24,3.39
4548,William Feagin,24,9.73
2670,Elmer Lovelady,24,6.28
2652,Thomas Davila,24,7.08
2898,Joetta Minelli,24,8.51
4280,Paul Duffey,24,6.87
2903,Russell Weekes,24,1.21
73,Marjorie Minchew,24,5.1
59,James Peterson,24,8.67
4281,Valarie Flowers,24,3.8
4173,Sanjuanita Davis,24,1.89
1760,Roy Rivas,24,1.12
2658,Gordon Knight,24,9.7
4505,Barbara Hogston,24,1.55
1069,Reginald Zamora,24,2.28
1630,Frank Feldman,24,6.71
3726,Susan Green,24,7.03
3544,Samuel Smith,24,9.05
1011,Linda Zanola,24,9.15
2980,Patrick Chadwick,24,5.86
2737,Greg Smith,24,8.63
4902,Robert Gaudreau,24,9.89
2986,William Brown,24,3.9
2576,Christine Wright,24,1.07
1682,Robert Orchard,24,8.21
650,Marjorie Schulte,24,7.54
38,Mary Pettey,24,4.74
1117,Marni Jones,24,9.42
1604,Michelle Oetzel,24,4.49
2845,Barbara Raby,24,3.55
520,Cynthia Richardson,24,1.1
4957,Leroy Whitney,24,6.8
1840,Thomas Garwood,24,1.84
2999,Richard Tabor,24,4.41
3001,Regina Gable,24,7.76
36,Linda Fitzpatrick,24,3.11
4259,Francis Pickett,24,4.5
2748,Victoria Theus,24,4.2
1687,Adam Smith,24,7.23
4169,Michael Gaskin,24,1.89
3545,David Nethercutt,24,9.81
4895,Alfred Doran,24,4.44
1126,Jessie Harrison,24,2.93
654,Lori Johnson,24,5.27
4521,Amber Jimenez,24,7.27
4300,Julio Swain,24,8.28
1004,Doris Demers,24,5.91
4137,Kenneth Lopez,24,5.68
1809,Ken Knox,24,4.35
99,Tracy Martin,24,5.54
4192,Elizabeth Esparza,24,9.85
4294,Georgia Winston,24,2.47
2609,Peter Barker,24,7.31
4044,Vicki Lopez,24,3.48
103,Manuel Rankin,24,0.96
3618,John Simmons,24,7.97
2956,Camilla Hauger,24,7.89
2604,Hollis Roehl,24,0.33
4262,Aubrey Galletti,24,6.87
2599,Mary Peller,24,8.45
4123,Wanda Lamb,24,5.42
1816,Tyrone Werner,24,2.61
1817,Candy Leland,24,7.37
104,Mary Beltrami,24,1.71
4520,Eldon Luby,24,8.42
3561,Lindsey Garcia,24,2.41
1103,Leslie Ahern,24,6.1
527,Helen Adams,24,4.18
1824,Perry Kirk,24,8.09
887,Jennifer Boyer,24,5.35
2978,David Lewis,24,9.41
110,Kathryn Kennedy,24,4.81
3350,Walter Evans,24,7.54
1564,Carlos Stephenson,24,5.23
3115,Manuel Fernandez,24,2.12
3201,Emily Benson,24,1.4
307,Sandra Sinn,24,1.46
1339,Jonathan Coulson,24,9.05
3399,Peter Desrosier,24,7.46
2243,Tabetha Brophy,24,9.31
3251,Olive Padula,24,5.37
2241,Edward Smith,24,4.99
2239,Ryan Crowley,24,2.69
2238,Emilio Jeffers,24,7.79
3256,Linda Wise,24,2.42
1343,Megan Carter,24,0.22
2231,Anita Burns,24,4.29
